Fold #1:
0.0000	0.0000	
0.0000	0.0000	
1.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	0.0000	
1.0000	1.0000	

Fold #2:
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	0.0000	
0.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
0.0000	0.0000	

Fold #3:
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	

Fold #4:
0.0000	1.0000	
0.0000	1.0000	
0.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	0.0000	
0.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
0.0000	1.0000	
0.0000	1.0000	
0.0000	0.0000	
0.0000	0.0000	

Fold #5:
0.0000	0.0000	
0.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	0.0000	
1.0000	1.0000	
1.0000	0.0000	

Fold #6:
0.0000	0.0000	
1.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	

Fold #7:
0.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	0.0000	
0.0000	1.0000	
0.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	

Fold #8:
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
0.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	

Fold #9:
1.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	1.0000	
0.0000	1.0000	
1.0000	1.0000	
1.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	1.0000	
0.0000	1.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	0.0000	
1.0000	1.0000	

Fold #10:
1.0000	1.0000	
1.0000	0.0000	
0.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
1.0000	0.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
1.0000	1.0000	
0.0000	0.0000	
0.0000	0.0000	
1.0000	1.0000	

