1	 1	 0.9524	 0.7549	
1	 2	 0.8890	 0.7108	
1	 3	 0.8664	 0.7108	
1	 4	 0.8524	 0.7108	
1	 5	 0.8453	 0.7108	
2	 1	 2.6607	 0.9141	
2	 2	 2.0195	 0.8868	
2	 3	 1.8191	 0.8806	
2	 4	 1.6417	 0.8369	
2	 5	 1.4568	 0.8236	
3	 1	 161.7763	 4.9581	
3	 2	 82.7566	 4.6907	
3	 3	 44.3758	 4.6482	
3	 4	 27.7962	 4.5226	
3	 5	 18.3354	 4.2587	
4	 1	 7.9488	 6.4246	
4	 2	 7.6569	 6.0111	
4	 3	 7.1549	 5.9537	
4	 4	 6.8430	 5.8455	
4	 5	 6.6546	 5.8251	
5	 1	 5.0394	 4.0841	
5	 2	 4.5581	 3.7865	
5	 3	 4.3718	 3.7731	
5	 4	 4.2557	 3.7644	
5	 5	 4.1364	 3.5798	
6	 1	 0.7753	 0.6337	
6	 2	 0.6653	 0.6335	
6	 3	 0.6609	 0.6237	
6	 4	 0.6611	 0.6228	
6	 5	 0.6623	 0.6220	
7	 1	 0.6833	 0.5958	
7	 2	 0.6443	 0.5948	
7	 3	 0.6283	 0.5948	
7	 4	 0.6183	 0.5948	
7	 5	 0.6080	 0.5947	
8	 1	 48.2465	 7.5560	
8	 2	 17.6064	 4.1415	
8	 3	 4.4061	 0.7867	
8	 4	 3.3029	 0.7739	
8	 5	 3.0124	 0.7735	
9	 1	 26.5821	 4.7294	
9	 2	 7.3866	 4.7273	
9	 3	 6.1567	 4.6772	
9	 4	 5.9211	 4.6766	
9	 5	 5.7553	 4.6672	
10	 1	 123.3358	 6.4702	
10	 2	 48.7841	 6.4404	
10	 3	 13.8808	 6.2666	
10	 4	 8.3704	 6.1836	
10	 5	 7.0673	 6.0553	
