1	 1	 1	 4.9086e+11	 489.2531	 35.5407	
1	 1	 2	 1.0000e-03	 733.9819	 1.6646	
1	 1	 3	 1.0000e-03	 296.7617	 1.6641	
1	 1	 4	 1.0000e-03	 390.8937	 1.6643	
1	 1	 5	 1.0000e-03	 552.3445	 1.6645	
1	 1	 6	 1.1968e+10	 609.1884	 9.5350	
1	 1	 7	 1.0000e-03	 489.5079	 1.6645	
1	 1	 8	 1.0000e-03	 408.1652	 1.6643	
1	 1	 9	 1.0000e-03	 389.5435	 1.6643	
1	 1	 10	 1.0000e-03	 390.2915	 1.6643	
1	 1	 11	 1.0000e-03	 375.5632	 1.6643	
1	 1	 12	 1.0000e-03	 364.2953	 1.6643	
1	 1	 13	 8.8326e+05	 374.5898	 1.3103	
1	 1	 14	 1.0000e-03	 321.7163	 1.6642	
1	 1	 15	 1.0438e+09	 343.6551	 10.0620	
1	 1	 16	 1.0000e-03	 308.7078	 1.6641	
1	 1	 17	 1.0000e-03	 300.5706	 1.6641	
1	 1	 18	 2.2364e+05	 300.5470	 1.0771	
1	 1	 19	 1.5547e+06	 294.6619	 1.5380	
1	 1	 20	 1.0000e-03	 291.1819	 1.6641	
1	 1	 21	 1.0000e-03	 278.2468	 1.6640	
1	 1	 22	 1.1657e+09	 285.8168	 9.2930	
1	 1	 23	 1.0000e-03	 273.2267	 1.6640	
1	 1	 24	 3.6587e+05	 272.7575	 1.1900	
1	 1	 25	 1.0000e-03	 269.1734	 1.6640	
