1	 1	 0.2523	 0.1538	
1	 2	 0.2123	 0.1538	
1	 3	 0.1846	 0.1538	
1	 4	 0.1723	 0.1538	
2	 1	 0.1908	 0.1231	
2	 2	 0.1785	 0.1231	
2	 3	 0.1662	 0.1077	
2	 4	 0.1508	 0.1077	
2	 5	 0.1292	 0.1077	
3	 1	 0.2985	 0.1846	
3	 2	 0.2492	 0.1692	
3	 3	 0.2462	 0.1692	
3	 4	 0.2246	 0.1538	
3	 5	 0.2185	 0.1538	
4	 1	 0.2769	 0.1231	
4	 2	 0.2800	 0.1231	
4	 3	 0.2000	 0.1231	
4	 4	 0.1631	 0.1231	
5	 1	 0.1938	 0.1385	
5	 2	 0.1569	 0.1385	
5	 3	 0.1477	 0.1385	
5	 4	 0.1385	 0.1385	
6	 1	 0.1662	 0.1385	
6	 2	 0.1477	 0.1385	
6	 3	 0.1508	 0.1385	
6	 4	 0.1477	 0.1385	
7	 1	 0.1908	 0.1385	
7	 2	 0.1723	 0.1385	
7	 3	 0.1754	 0.1385	
7	 4	 0.1662	 0.1385	
8	 1	 0.1969	 0.1692	
8	 2	 0.1846	 0.1692	
8	 3	 0.1815	 0.1692	
8	 4	 0.1723	 0.1692	
9	 1	 0.1846	 0.1385	
9	 2	 0.1600	 0.1385	
9	 3	 0.1538	 0.1385	
9	 4	 0.1538	 0.1385	
10	 1	 0.2431	 0.1538	
10	 2	 0.1938	 0.1538	
10	 3	 0.1815	 0.1538	
10	 4	 0.1785	 0.1538	
