1	 1	 1	 4.9086e+11	 489.2531	 35.5486	
1	 1	 2	 4.9737e+11	 496.4038	 35.4071	
1	 1	 3	 4.9388e+11	 493.4084	 35.4497	
1	 1	 4	 4.8321e+11	 499.7534	 35.0666	
1	 1	 5	 4.7019e+11	 494.5644	 35.0080	
1	 2	 1	 9.9967e+11	 999.5380	 26.0091	
1	 2	 2	 9.1092e+11	 909.0174	 27.6302	
1	 2	 3	 8.2919e+11	 844.1316	 28.6424	
1	 2	 4	 7.5490e+11	 772.6640	 29.9619	
1	 2	 5	 6.8626e+11	 711.5390	 31.0615	
1	 3	 1	 1.3350e+09	 1.8482	 14.2061	
1	 3	 2	 2.2337e+09	 0.0010	 1.5646	
1	 3	 3	 4.9638e+09	 0.0010	 1.5646	
1	 3	 4	 5.2630e+09	 0.0010	 1.5646	
1	 3	 5	 6.7454e+09	 0.0785	 1.1543	
1	 4	 1	 5.3328e+09	 7.3763	 50.4791	
1	 4	 2	 1.2963e+11	 132.8994	 68.0077	
1	 4	 3	 2.0847e+11	 221.5733	 46.0898	
1	 4	 4	 2.6264e+11	 282.8423	 40.2860	
1	 4	 5	 3.0191e+11	 323.1488	 38.4493	
1	 5	 1	 2.1218e+10	 29.2846	 95.9392	
1	 5	 2	 4.2168e+10	 136.8999	 37.9167	
1	 5	 3	 1.5085e+11	 221.9868	 40.3790	
1	 5	 4	 2.3358e+11	 288.7651	 38.2735	
1	 5	 5	 2.8726e+11	 330.5575	 37.4656	
