3.6900	 3.6896	
4.6600	 4.6235	
3.3700	 3.4639	
4.5400	 4.9271	
6.3200	 6.3624	
5.3300	 5.4507	
6.3300	 5.6793	
7.0500	 6.7059	
6.6200	 7.0151	
0.9200	 0.8646	
0.8100	 0.6496	
0.3500	 0.4387	
0.2000	 0.3428	
0.3400	 0.3997	
0.4800	 0.6014	
0.4500	 0.2045	
1.0900	 1.3059	
1.3800	 1.7772	
2.0600	 2.2233	
3.2500	 2.8116	
2.7300	 2.7924	
3.4400	 3.6817	
3.4700	 3.3814	
4.3300	 3.6350	
3.0300	 3.4006	
3.7500	 3.5672	
4.1900	 4.4757	
3.4100	 3.2988	
0.3300	 0.3679	
0.3300	 0.3679	
0.6000	 0.2604	
0.5000	 0.7299	
0.5900	 0.5779	
0.5700	 0.7299	
0.4600	 0.6683	
0.6500	 0.6333	
0.5200	 0.6333	
0.3600	 0.2091	
0.4900	 0.5280	
0.4500	 0.4190	
0.3500	 0.3070	
0.4900	 0.3070	
0.3100	 0.1407	
0.3200	 0.1669	
4.6800	 4.7138	
3.5200	 3.7354	
4.3500	 4.1526	
4.0800	 3.8206	
3.3300	 3.3967	
2.5200	 3.4745	
3.3700	 3.2906	
4.1600	 3.8990	
3.6500	 3.7100	
2.9800	 2.9763	
0.3600	 0.7515	
0.3200	 0.4760	
0.7600	 0.6271	
0.9400	 0.8956	
0.6900	 0.5518	
0.5500	 0.6333	
0.9400	 0.7969	
0.3500	 0.8168	
1.6000	 1.0795	
0.8700	 1.0107	
1.1500	 1.2839	
2.0200	 1.4699	
1.2300	 1.7438	
2.6900	 2.2984	
2.6800	 2.2255	
2.7900	 2.6985	
2.2100	 2.7848	
2.5800	 2.5256	
2.3500	 2.8957	
4.5500	 3.6129	
