0.7143	0.7568	0.0000	0.7234	0.4397	3.6900	-9.2162	
0.0816	0.1081	0.4194	0.0851	0.1135	0.3500	0.5828	
0.2041	0.2432	0.6774	0.2128	0.3156	1.0900	1.2393	
0.4490	0.4865	0.8065	0.4468	0.6525	3.4700	3.4250	
0.5102	0.5676	0.8387	0.5106	0.7695	3.7500	3.5028	
0.0408	0.0541	0.5484	0.0638	0.0709	0.3600	0.1072	
0.0408	0.0541	0.5484	0.0426	0.0709	0.4900	0.4728	
0.0204	0.0270	0.5161	0.0213	0.0355	0.4900	0.2607	
0.2857	0.3514	1.0000	0.2979	0.5319	4.6800	4.9168	
0.3673	0.4324	0.9355	0.3830	0.6241	4.3500	4.0900	
0.4082	0.4595	0.9355	0.4043	0.6596	2.5200	3.7538	
0.4898	0.6757	0.9355	0.5106	0.9468	2.9800	-0.5223	
0.1224	0.1622	0.6452	0.1277	0.2128	1.1500	1.2774	
0.1633	0.1892	0.6774	0.1702	0.2518	2.0200	1.2711	
