3.6900	 3.6915	
3.3700	 3.4074	
6.3200	 6.5548	
5.3300	 5.3096	
6.3300	 6.1279	
6.6200	 6.5694	
0.8100	 0.7513	
0.3500	 0.3112	
0.2000	 0.2751	
0.4500	 0.3157	
1.0900	 1.0720	
1.3800	 1.6175	
2.7300	 3.0394	
3.4700	 3.3229	
4.3300	 3.7396	
3.0300	 3.0966	
3.7500	 3.8107	
4.1900	 4.3704	
0.3300	 0.3214	
0.3300	 0.3214	
0.5000	 0.8040	
0.5900	 0.6016	
0.5700	 0.8040	
0.4600	 0.5189	
0.6500	 0.6773	
0.5200	 0.6773	
0.4900	 0.6660	
0.4500	 0.5500	
0.4900	 0.4281	
0.3100	 0.1461	
3.5200	 3.8165	
3.3300	 3.5797	
3.6500	 3.6584	
2.9800	 2.9670	
0.3200	 0.2827	
0.7600	 0.7229	
0.6900	 0.5267	
0.3500	 0.6944	
1.6000	 0.9867	
0.8700	 0.8769	
1.1500	 1.1117	
2.0200	 1.3480	
1.2300	 1.4922	
2.2100	 2.5776	
2.3500	 2.4497	
4.5500	 3.7198	
