0.2210	0.6830	0.1652	0.5474	0.1239	0.6419	0.9932	0.8947	
0.2232	1.0390	0.1737	0.8897	0.1540	1.1069	0.9929	0.8015	
0.2043	1.1740	0.1545	0.9040	0.1529	0.1796	0.9931	0.7630	
0.2250	0.5784	0.1712	0.4317	0.1520	0.2044	0.9931	0.9685	
0.2335	0.5102	0.1751	0.3593	0.1477	0.5384	0.9924	0.9209	
0.2412	0.2581	0.1845	0.2236	0.1558	0.2308	0.9914	0.9954	
0.2236	0.8759	0.1633	0.6024	0.1398	0.3330	0.9931	0.8274	
0.2220	0.5317	0.1652	0.4671	0.1312	0.3564	0.9932	0.9455	
0.2280	0.5513	0.1716	0.4245	0.1515	0.2451	0.9922	0.9952	
0.2071	0.7149	0.1539	0.5968	0.1443	0.4235	0.9940	0.9257	

0.4600	0.3800	0.7000	3.7000	21.1000	3.6900	3.6117	
0.5000	0.4100	0.7100	4.1000	29.7000	4.6600	4.4935	
0.5800	0.4600	0.7200	4.8000	33.8000	3.3700	3.3368	
0.6000	0.4700	0.7300	5.0000	35.0000	4.5400	4.7672	
0.5900	0.4600	0.7500	4.9000	35.2000	5.3300	5.6354	
0.6000	0.4700	0.7400	5.0000	35.5000	6.3300	5.8113	
0.5900	0.4700	0.7600	4.9000	36.4000	7.0500	6.7824	
0.5900	0.4700	0.7700	4.9000	36.9000	6.6200	6.4825	
0.2000	0.1800	0.8400	1.2000	15.4000	0.9200	0.9976	
0.2000	0.1800	0.8500	1.2000	15.6000	0.8100	0.8887	
0.1500	0.1400	0.8300	0.7000	11.9000	0.3500	0.4192	
0.1400	0.1300	0.8300	0.7000	11.0000	0.2000	0.3313	
0.1700	0.1500	0.8500	0.9000	13.0000	0.4800	0.5066	
0.1700	0.1600	0.8700	1.0000	14.2000	0.4500	0.5145	
0.2400	0.2100	0.9300	1.6000	19.9000	1.3800	1.6080	
0.2700	0.2400	0.9400	1.8000	23.0000	2.0600	2.1691	
0.2900	0.2500	0.9500	2.0000	24.2000	3.2500	3.1547	
0.3100	0.2700	0.9400	2.2000	25.9000	2.7300	2.8779	
0.3200	0.2700	0.9500	2.3000	26.2000	3.4400	3.3295	
0.3400	0.2900	0.9600	2.5000	28.4000	4.3300	3.9290	
0.3400	0.3000	0.9600	2.6000	29.4000	3.0300	3.5349	
0.3600	0.3100	0.9600	2.7000	30.4000	3.7500	3.6887	
0.3700	0.3100	0.9600	2.8000	30.4000	4.1900	3.9410	
0.3700	0.3200	0.9700	2.8000	31.7000	3.4100	3.4765	
0.1300	0.1300	0.8600	0.6000	11.4000	0.3300	0.3777	
0.1400	0.1300	0.8700	0.7000	11.5000	0.6000	0.4423	
0.1500	0.1400	0.8800	0.7000	12.6000	0.5000	0.7113	
0.1500	0.1400	0.8700	0.7000	12.4000	0.5900	0.5228	
0.1500	0.1400	0.8800	0.7000	12.6000	0.5700	0.7113	
0.1400	0.1400	0.8700	0.7000	12.4000	0.4600	0.4933	
0.1400	0.1300	0.8700	0.6000	11.5000	0.6500	0.5884	
0.1400	0.1300	0.8700	0.6000	11.5000	0.5200	0.5884	
0.1300	0.1200	0.8700	0.6000	10.7000	0.3600	0.4874	
0.1200	0.1200	0.8700	0.5000	10.7000	0.4500	0.5643	
0.1200	0.1100	0.8600	0.4000	9.7000	0.3500	0.3678	
0.1200	0.1100	0.8600	0.4000	9.7000	0.4900	0.3678	
0.1100	0.1100	0.8500	0.4000	9.5000	0.3100	0.3377	
0.1100	0.1000	0.8500	0.3000	8.7000	0.3200	0.4465	
0.2500	0.2300	1.0100	1.7000	23.7000	4.6800	4.5487	
0.2900	0.2600	0.9800	2.1000	26.0000	3.5200	3.7215	
0.2900	0.2600	0.9900	2.1000	26.3000	4.3500	3.7235	
0.2900	0.2500	0.9900	2.0000	25.3000	4.0800	4.2537	
0.3000	0.2600	0.9800	2.1000	26.0000	3.3300	3.4173	
0.3100	0.2700	0.9900	2.2000	27.3000	2.5200	2.9363	
0.3200	0.2800	1.0000	2.3000	28.6000	3.3700	3.3274	
0.3300	0.2900	0.9900	2.5000	29.3000	4.1600	3.8912	
0.3400	0.3000	0.9900	2.6000	30.3000	3.6500	3.7378	
0.1100	0.1000	0.8700	0.3000	8.9000	0.3600	0.5137	
0.1100	0.1000	0.8700	0.4000	8.9000	0.3200	0.4385	
0.1200	0.1100	0.8700	0.4000	9.8000	0.7600	0.5605	
0.1300	0.1200	0.8800	0.5000	10.8000	0.9400	0.8578	
0.1300	0.1200	0.8800	0.6000	10.8000	0.6900	0.6737	
0.1400	0.1300	0.8700	0.6000	11.5000	0.5500	0.5884	
0.1400	0.1300	0.8800	0.6000	11.7000	0.9400	0.7856	
0.1400	0.1300	0.8900	0.7000	11.8000	0.3500	0.8560	
0.1500	0.1400	0.8900	0.7000	12.7000	1.6000	1.0079	
0.1600	0.1500	0.8900	0.8000	13.6000	0.8700	0.9495	
0.1700	0.1600	0.9000	0.9000	14.7000	1.1500	1.3713	
0.1900	0.1700	0.9100	1.1000	15.8000	2.0200	1.6918	
0.2000	0.1800	0.9200	1.2000	16.9000	1.2300	1.7497	
0.2000	0.1900	0.9300	1.2000	18.0000	2.6900	2.4236	
