1	 1	 1	 1.8391e+11	 239.9533	 1.4177	
1	 1	 2	 6.0034e+11	 729.5015	 1.0322	
1	 1	 3	 9.5973e+11	 789.3169	 1.0637	
1	 1	 4	 1.5461e+11	 665.1837	 0.9574	
1	 1	 5	 5.2283e+11	 890.8579	 0.9890	
1	 2	 1	 3.2646e+11	 421.3016	 1.1445	
1	 2	 2	 5.5279e+11	 739.6176	 1.0216	
1	 2	 3	 8.1861e+11	 789.5927	 1.0451	
1	 2	 4	 1.5484e+11	 689.4097	 0.9536	
1	 2	 5	 4.8615e+11	 870.3857	 0.9876	
1	 3	 1	 3.9277e+11	 542.1504	 1.0672	
1	 3	 2	 5.0928e+11	 750.9062	 1.0119	
1	 3	 3	 7.0575e+11	 786.5217	 1.0308	
1	 3	 4	 1.5638e+11	 697.3964	 0.9528	
1	 3	 5	 4.4587e+11	 855.1478	 0.9848	
1	 4	 1	 4.2180e+11	 636.5301	 1.0296	
1	 4	 2	 4.7119e+11	 761.3429	 1.0038	
1	 4	 3	 6.1830e+11	 781.2706	 1.0203	
1	 4	 4	 1.4636e+11	 692.9900	 0.9502	
1	 4	 5	 4.1682e+11	 839.6289	 0.9831	
1	 5	 1	 4.0807e+11	 676.3014	 1.0136	
1	 5	 2	 4.3400e+11	 768.1481	 0.9969	
1	 5	 3	 5.4026e+11	 779.2408	 1.0100	
1	 5	 4	 1.4819e+11	 714.3278	 0.9475	
1	 5	 5	 3.9144e+11	 830.0676	 0.9810	
