3.6900	3.6114	
4.6600	4.4930	
3.3700	3.3508	
4.5400	4.7641	
6.3200	6.4668	
5.3300	5.6209	
6.3300	5.7324	
7.0500	6.7259	
6.6200	6.4773	
0.9200	0.9966	
0.8100	0.8860	
0.3500	0.3773	
0.2000	0.3396	
0.3400	0.4187	
0.4800	0.4583	
0.4500	0.5178	
1.0900	1.1931	
1.3800	1.5858	
2.0600	2.1683	
3.2500	3.1617	
2.7300	2.8700	
3.4400	3.2875	
3.4700	3.5490	
4.3300	3.8828	
3.0300	3.5418	
3.7500	3.6972	
4.1900	3.9364	
3.4100	3.4792	
0.3300	0.3551	
0.3300	0.3551	
0.6000	0.4458	
0.5000	0.7158	
0.5900	0.5239	
0.5700	0.7158	
0.4600	0.4900	
0.6500	0.5755	
0.5200	0.5755	
0.3600	0.4731	
0.4900	0.6006	
0.4500	0.5438	
0.3500	0.3539	
0.4900	0.3539	
0.3100	0.3385	
0.3200	0.4526	
4.6800	4.5502	
3.5200	3.7226	
4.3500	3.7203	
4.0800	4.2496	
3.3300	3.4238	
2.5200	2.9448	
3.3700	3.3252	
4.1600	3.8869	
3.6500	3.7452	
2.9800	2.9593	
0.3600	0.5182	
0.3200	0.4428	
0.7600	0.5425	
0.9400	0.8395	
0.6900	0.6682	
0.5500	0.5755	
0.9400	0.7813	
0.3500	0.8634	
1.6000	1.0038	
0.8700	0.9473	
1.1500	1.3806	
2.0200	1.6784	
1.2300	1.6936	
2.6900	2.4078	
2.6800	2.6086	
2.7900	2.7480	
2.2100	2.3643	
2.5800	2.1659	
2.3500	2.8268	
4.5500	4.1373	
