3.6900	 3.6900	
4.6600	 4.6152	
3.3700	 3.4947	
4.5400	 4.9058	
6.3200	 6.3729	
5.3300	 5.4647	
6.3300	 5.6643	
7.0500	 6.6685	
6.6200	 7.0435	
0.9200	 0.8672	
0.8100	 0.6504	
0.3500	 0.4564	
0.2000	 0.3302	
0.3400	 0.4111	
0.4800	 0.5841	
0.4500	 0.2222	
1.0900	 1.2880	
1.3800	 1.8176	
2.0600	 2.2460	
3.2500	 2.8015	
2.7300	 2.7709	
3.4400	 3.6633	
3.4700	 3.3721	
4.3300	 3.6180	
3.0300	 3.4607	
3.7500	 3.5532	
4.1900	 4.4759	
3.4100	 3.2941	
0.3300	 0.3538	
0.3300	 0.3538	
0.6000	 0.2766	
0.5000	 0.7340	
0.5900	 0.5772	
0.5700	 0.7340	
0.4600	 0.6409	
0.6500	 0.6330	
0.5200	 0.6330	
0.3600	 0.2165	
0.4900	 0.5305	
0.4500	 0.4360	
0.3500	 0.3071	
0.4900	 0.3071	
0.3100	 0.1471	
0.3200	 0.1615	
4.6800	 4.7076	
3.5200	 3.7184	
4.3500	 4.1127	
4.0800	 3.8209	
3.3300	 3.4097	
2.5200	 3.4967	
3.3700	 3.3233	
4.1600	 3.8908	
3.6500	 3.7007	
2.9800	 2.9749	
0.3600	 0.7508	
0.3200	 0.4669	
0.7600	 0.6274	
0.9400	 0.8977	
0.6900	 0.5583	
0.5500	 0.6330	
0.9400	 0.7999	
0.3500	 0.8272	
1.6000	 1.0827	
0.8700	 1.0117	
1.1500	 1.2865	
2.0200	 1.4372	
1.2300	 1.7174	
2.6900	 2.3080	
2.6800	 2.2281	
2.7900	 2.6934	
2.2100	 2.7869	
2.5800	 2.5484	
2.3500	 2.9112	
4.5500	 3.6040	
