1	 1	 1	 4.9086e+11	 489.2531	 35.5407	
1	 1	 2	 4.9737e+11	 496.4038	 35.4116	
1	 1	 3	 4.9398e+11	 493.3765	 35.4623	
1	 1	 4	 4.8319e+11	 499.6978	 35.0599	
1	 1	 5	 4.7030e+11	 494.4920	 35.0203	
1	 2	 1	 9.9967e+11	 999.5380	 26.0076	
1	 2	 2	 9.0997e+11	 908.6625	 27.6308	
1	 2	 3	 8.2853e+11	 843.8087	 28.6392	
1	 2	 4	 7.5427e+11	 772.3702	 29.9780	
1	 2	 5	 6.8588e+11	 711.2716	 31.0537	
1	 3	 1	 1.3350e+09	 1.8482	 14.2061	
1	 3	 2	 4.5087e+09	 0.0010	 1.5646	
1	 3	 3	 4.5087e+09	 0.0010	 1.5646	
1	 3	 4	 7.5103e+09	 0.0010	 1.5646	
1	 3	 5	 8.9927e+09	 0.0785	 1.1543	
1	 4	 1	 5.3328e+09	 7.3763	 50.4791	
1	 4	 2	 1.2963e+11	 132.8994	 68.0075	
1	 4	 3	 2.0855e+11	 221.5446	 46.1055	
1	 4	 4	 2.6263e+11	 282.7915	 40.2888	
1	 4	 5	 3.0201e+11	 323.0814	 38.4556	
1	 5	 1	 2.1218e+10	 29.2846	 95.9402	
1	 5	 2	 4.2168e+10	 136.8999	 37.9165	
1	 5	 3	 1.5094e+11	 221.9580	 40.3913	
1	 5	 4	 2.3356e+11	 288.7119	 38.2841	
1	 5	 5	 2.8737e+11	 330.4867	 37.4751	
