9.2632e+08	 946.8121	 0.7108	 1	
5.6701e+09	 938.4988	 0.8236	 2	
6.3650e+11	 999.1307	 4.2587	 3	
2.0464e+11	 845.8845	 5.8251	 4	
6.2774e+11	 993.8976	 3.5798	 5	
3.9035e+10	 1000.0000	 0.6220	 6	
1.6438e+10	 319.2407	 0.5947	 7	
4.7709e+11	 252.6825	 0.7735	 8	
6.1435e+11	 1000.0000	 4.6672	 9	
7.7037e+11	 700.6976	 6.0553	 10	

1.6438e+10	 319.2407	 0.5947	 7	
0.2920	4.9937	0.2105	2.2252	0.1668	0.8241	0.9871	-0.1535	
0.2542	0.5947	0.1699	0.4467	0.1570	0.2383	0.9905	0.9446	

0.3701	0.6426	0.2568	0.4941	0.1952	0.1989	0.9771	0.9658	
0.3571	10.0007	0.2453	4.2173	0.1895	1.3153	0.9796	0.0414	
0.2883	0.6187	0.2071	0.5255	0.1887	0.1882	0.9872	0.9572	
0.3087	0.5152	0.2106	0.3841	0.1751	0.1957	0.9862	0.9371	
0.2762	0.5941	0.2070	0.4422	0.1918	0.3635	0.9890	0.9379	
0.3575	3.5488	0.2563	1.4555	0.1817	0.6942	0.9816	0.0298	
0.2920	4.9937	0.2105	2.2252	0.1668	0.8241	0.9871	-0.1535	
0.2271	1.0622	0.1595	0.8445	0.1345	0.9416	0.9925	0.8152	
0.3133	0.3792	0.2319	0.2503	0.2009	0.2041	0.9845	0.9909	
0.2703	0.6932	0.2013	0.5374	0.1903	0.3760	0.9896	0.9859	

0.2572	0.7108	0.1607	0.5139	0.1024	0.4181	0.9887	0.9183	
0.3047	0.8236	0.2245	0.6075	0.1814	0.4022	0.9850	0.9173	
0.2326	4.2587	0.1541	1.5717	0.1595	0.7617	0.9904	0.5379	
0.2849	5.8251	0.1924	2.4876	0.1742	0.7129	0.9856	0.5880	
0.1770	3.5798	0.1360	1.2905	0.1374	0.4566	0.9954	0.2422	
0.2846	0.6220	0.1924	0.4424	0.1305	0.3587	0.9860	0.9599	
0.2542	0.5947	0.1699	0.4467	0.1570	0.2383	0.9905	0.9446	
0.2055	0.7735	0.1439	0.5310	0.1040	0.4943	0.9939	0.9025	
0.2983	4.6672	0.2244	1.3663	0.2194	0.4758	0.9854	0.0757	
0.2303	6.0553	0.1564	2.3434	0.1354	0.9498	0.9928	0.4886	
