8.3371e+11	 164.7181	 3.4989	 1	
4.8297e+11	 972.3695	 11.4089	 2	
5.4105e+11	 222.6410	 1.1087	 3	
9.7160e+10	 74.2404	 2.3662	 4	
7.1780e+11	 519.3115	 0.5311	 5	
3.6068e+10	 751.1183	 0.7267	 6	
2.0572e+11	 1000.0000	 10.2854	 7	
3.4947e+09	 775.5064	 0.8460	 8	
6.3385e+10	 1000.0000	 0.8181	 9	
6.2907e+10	 987.8908	 1.1408	 10	

7.1780e+11	 519.3115	 0.5311	 5	
0.2566	1.9603	0.1822	1.3400	0.1602	1.7041	0.9897	0.7238	
0.2017	0.5311	0.1331	0.3999	0.0973	0.3755	0.9944	0.9359	

0.1917	1.1918	0.1341	0.9914	0.1330	0.4394	0.9947	0.8510	
0.3136	0.5009	0.2304	0.3817	0.1898	0.5344	0.9855	0.9621	
0.2544	1.5503	0.1766	0.7530	0.1526	0.4990	0.9901	0.9963	
0.1731	0.6885	0.1170	0.5282	0.1218	0.4008	0.9955	0.9448	
0.2566	1.9603	0.1822	1.3400	0.1602	1.7041	0.9897	0.7238	
0.3360	10.3665	0.2428	3.8968	0.1868	1.1939	0.9838	0.7759	
0.2717	4.0192	0.1966	2.0178	0.1620	0.7841	0.9891	-0.3791	
0.3868	0.2193	0.2778	0.1944	0.1970	0.2071	0.9782	0.9973	
0.3272	0.4661	0.2286	0.3642	0.1882	0.1395	0.9834	0.9769	
0.3284	0.5728	0.2307	0.4282	0.2042	0.1578	0.9823	0.9737	

0.1481	3.4989	0.1064	1.7418	0.1032	1.0252	0.9972	0.5663	
0.2394	11.4089	0.1837	2.9752	0.1477	1.1061	0.9918	-0.0369	
0.1598	1.1087	0.1112	0.7950	0.0938	0.4673	0.9958	0.9301	
0.1380	2.3662	0.0807	1.5381	0.0811	1.2401	0.9972	0.4239	
0.2017	0.5311	0.1331	0.3999	0.0973	0.3755	0.9944	0.9359	
0.3034	0.7267	0.2195	0.5032	0.1694	0.2721	0.9882	0.8978	
0.2101	10.2854	0.1547	3.0122	0.1388	1.0008	0.9941	-0.0384	
0.3068	0.8460	0.2269	0.5825	0.1864	0.2962	0.9874	0.9454	
0.2724	0.8181	0.1769	0.5135	0.1589	0.3208	0.9878	0.9160	
0.2216	1.1408	0.1647	0.8362	0.1723	0.3582	0.9925	0.7853	
