1	 1	 1	 4.9086e+11	 489.2531	 35.5407	
1	 1	 2	 5.3727e+11	 544.3132	 34.4672	
1	 1	 3	 5.2004e+11	 564.8702	 33.4919	
1	 1	 4	 5.2522e+11	 584.8187	 32.8911	
1	 1	 5	 5.0082e+11	 588.9302	 32.3160	
1	 1	 6	 4.7258e+11	 577.5449	 32.1992	
1	 1	 7	 4.5168e+11	 559.9417	 32.4160	
1	 1	 8	 4.2606e+11	 567.6476	 31.6122	
1	 1	 9	 3.9429e+11	 535.6760	 32.0937	
1	 1	 10	 3.8890e+11	 513.1344	 32.7885	
1	 2	 1	 9.9967e+11	 999.5380	 26.0076	
1	 2	 2	 9.0457e+11	 946.6994	 26.4514	
1	 2	 3	 8.2471e+11	 869.5519	 27.7886	
1	 2	 4	 6.9409e+11	 820.5153	 27.5477	
1	 2	 5	 6.3711e+11	 764.4194	 28.5137	
1	 2	 6	 5.7620e+11	 714.2842	 29.2266	
1	 2	 7	 5.0754e+11	 663.6659	 29.7672	
1	 2	 8	 4.6958e+11	 613.7603	 30.8291	
1	 2	 9	 4.2907e+11	 567.4742	 31.6871	
1	 2	 10	 3.8585e+11	 520.1869	 32.4656	
1	 3	 1	 1.3350e+09	 1.8482	 14.2061	
1	 3	 2	 8.6701e+09	 0.0010	 1.5646	
1	 3	 3	 8.8087e+09	 0.0010	 1.5646	
1	 3	 4	 8.8087e+09	 0.0010	 1.5646	
1	 3	 5	 4.0062e+10	 0.1374	 1.3484	
1	 3	 6	 4.0650e+10	 0.1114	 1.2499	
1	 3	 7	 4.0650e+10	 0.1114	 1.2499	
1	 3	 8	 4.0650e+10	 0.1114	 1.2499	
1	 3	 9	 4.0650e+10	 0.1114	 1.2499	
1	 3	 10	 3.7103e+10	 0.0253	 1.1420	
1	 4	 1	 5.3328e+09	 7.3763	 50.4791	
1	 4	 2	 2.9758e+11	 268.7680	 43.9444	
1	 4	 3	 4.0112e+11	 407.8992	 36.7530	
1	 4	 4	 4.4231e+11	 477.8812	 35.0637	
1	 4	 5	 4.5352e+11	 517.1163	 33.9502	
1	 4	 6	 4.4916e+11	 537.1515	 33.1724	
1	 4	 7	 4.2981e+11	 540.8218	 32.6584	
1	 4	 8	 4.2513e+11	 542.2585	 32.5193	
1	 4	 9	 4.1024e+11	 528.7592	 32.6923	
1	 4	 10	 3.9688e+11	 510.1022	 33.0684	
1	 5	 1	 2.1218e+10	 29.2846	 95.9402	
1	 5	 2	 3.0143e+11	 281.5818	 42.3725	
1	 5	 3	 3.9102e+11	 449.4089	 35.0484	
1	 5	 4	 4.3119e+11	 513.0211	 33.6611	
1	 5	 5	 4.0793e+11	 545.2993	 32.0390	
1	 5	 6	 4.1274e+11	 548.3561	 32.0366	
1	 5	 7	 4.2644e+11	 549.8814	 32.2681	
1	 5	 8	 4.1983e+11	 539.2135	 32.5106	
1	 5	 9	 4.0879e+11	 526.4994	 32.7365	
1	 5	 10	 3.9584e+11	 510.7056	 33.0235	
1	 6	 1	 8.3070e+10	 113.7053	 65.6176	
1	 6	 2	 2.6911e+11	 311.5597	 38.0486	
1	 6	 3	 3.7876e+11	 430.5345	 35.4519	
1	 6	 4	 4.1259e+11	 506.2849	 33.5258	
1	 6	 5	 4.1922e+11	 536.1518	 32.6140	
1	 6	 6	 4.3545e+11	 548.2926	 32.5053	
1	 6	 7	 4.3634e+11	 545.0601	 32.6444	
1	 6	 8	 4.1690e+11	 544.0056	 32.2748	
1	 6	 9	 4.0742e+11	 528.9958	 32.6182	
1	 6	 10	 3.9229e+11	 511.6231	 32.9125	
1	 7	 1	 3.0468e+11	 403.1036	 34.7150	
1	 7	 2	 3.8929e+11	 486.6668	 33.7270	
1	 7	 3	 4.4150e+11	 552.8332	 32.4687	
1	 7	 4	 4.6042e+11	 586.9031	 31.6193	
1	 7	 5	 4.4204e+11	 596.2912	 30.8974	
1	 7	 6	 4.2068e+11	 588.2413	 30.7427	
1	 7	 7	 4.1662e+11	 567.5215	 31.4166	
1	 7	 8	 4.0129e+11	 552.1039	 31.6483	
1	 7	 9	 3.9144e+11	 527.6842	 32.3152	
1	 7	 10	 3.8517e+11	 510.3357	 32.7994	
1	 8	 1	 8.4739e+11	 962.4439	 25.3289	
1	 8	 2	 7.9181e+11	 912.5056	 26.0608	
1	 8	 3	 7.2467e+11	 860.2305	 26.7327	
1	 8	 4	 6.6931e+11	 805.0552	 27.6759	
1	 8	 5	 6.1141e+11	 761.2836	 28.2049	
1	 8	 6	 5.7411e+11	 709.8347	 29.3429	
1	 8	 7	 5.1531e+11	 652.3423	 30.3253	
1	 8	 8	 4.7147e+11	 597.1191	 31.4724	
1	 8	 9	 4.2835e+11	 560.1661	 31.9355	
1	 8	 10	 4.0033e+11	 522.0369	 32.7109	
1	 9	 1	 5.1727e+11	 144.5836	 116.3843	
1	 9	 2	 5.6275e+11	 345.4193	 44.4057	
1	 9	 3	 5.5172e+11	 450.2661	 37.8391	
1	 9	 4	 5.0590e+11	 498.2978	 35.4770	
1	 9	 5	 4.8378e+11	 526.3108	 34.1783	
1	 9	 6	 4.6480e+11	 547.8075	 33.0948	
1	 9	 7	 4.4661e+11	 544.9214	 32.8462	
1	 9	 8	 4.3381e+11	 537.6880	 32.8527	
1	 9	 9	 4.1750e+11	 526.2093	 32.9288	
1	 9	 10	 3.9834e+11	 510.4299	 33.0875	
1	 10	 1	 9.9881e+11	 494.7148	 41.5225	
1	 10	 2	 8.1291e+11	 536.9765	 38.2183	
1	 10	 3	 6.8443e+11	 555.0410	 36.1899	
1	 10	 4	 6.1356e+11	 577.3884	 34.5297	
1	 10	 5	 5.2901e+11	 568.0777	 33.5281	
1	 10	 6	 5.0658e+11	 567.8531	 33.1544	
1	 10	 7	 4.6675e+11	 571.6681	 32.2938	
1	 10	 8	 4.3413e+11	 546.9293	 32.5276	
1	 10	 9	 4.1182e+11	 529.5802	 32.6913	
1	 10	 10	 3.9731e+11	 512.9395	 32.9750	
