0.7959	0.8378	0.0323	0.8085	0.7447	4.6600	 -11.3813	
1.0000	1.0000	0.0968	1.0000	0.9326	4.5400	 5.9115	
0.1837	0.2162	0.4839	0.1915	0.2447	0.8100	 0.7211	
0.2653	0.2973	0.7419	0.2766	0.3972	1.3800	 1.9432	
0.3265	0.3784	0.7742	0.3191	0.5071	2.0600	 1.9557	
0.4286	0.4595	0.8065	0.4255	0.6206	3.4400	 3.8911	
0.4490	0.4865	0.8065	0.4468	0.6525	3.4700	 3.7718	
0.4694	0.5405	0.8387	0.4894	0.7340	3.0300	 3.6998	
0.0816	0.1081	0.5806	0.0851	0.1383	0.5700	 0.6743	
0.0612	0.0811	0.5484	0.0638	0.0993	0.6500	 0.8081	
0.0612	0.0811	0.5484	0.0638	0.0993	0.5200	 0.8081	
0.0204	0.0270	0.5161	0.0213	0.0355	0.3500	 0.3021	
0.0204	0.0270	0.5161	0.0213	0.0355	0.4900	 0.3022	
0.4286	0.4865	0.9677	0.4255	0.7057	3.3700	 3.1558	
0.0000	0.0000	0.5484	0.0213	0.0071	0.3200	 0.4930	
0.0408	0.0541	0.5806	0.0426	0.0745	0.9400	 0.9713	
0.0612	0.0811	0.5484	0.0638	0.0993	0.5500	 0.8081	
0.0612	0.0811	0.6129	0.0851	0.1099	0.3500	 1.0521	
0.1020	0.1351	0.6129	0.1064	0.1738	0.8700	 0.8914	
0.1224	0.1622	0.6452	0.1277	0.2128	1.1500	 0.8807	
0.1837	0.2432	0.7419	0.1915	0.3298	2.6900	 1.1990	
0.2449	0.2703	0.8065	0.2553	0.3794	2.7900	 2.7836	
0.3265	0.3784	0.8710	0.3404	0.5355	4.5500	 3.1845	
